YEAR,EW,MONTH,DAY,WKDATE,PROVINCE,STATION,TEMP_AVG,DTR_AVG,DTR_MAX,DTR_MIN,TEMP_MAX,TEMP_MAX_AVG,TEMP_MIN,TEMP_MIN_AVG,PRECIP_AVG,PRECIP_TOTAL,RH_AVG,RH_MAX,RH_MIN,RH_RANGE
2015,35,8,30,30-Aug-15,La Vega,Constanza,20.92142857,13.35714286,16.4,8.7,28.8,27.6,12,14.24285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,35,8,30,30-Aug-15,La Vega,La Vega,28.10714286,10.64285714,14.5,6.5,35,33.42857143,20.5,22.78571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,35,8,30,30-Aug-15,Monte Cristi,Monte Cristi,29.42857143,9.657142857,11.3,8.5,34.6,34.25714286,22.5,24.6,0,0,68.14285714,70.2,65.2,5
2015,35,8,30,30-Aug-15,Puerto Plata,La Union,28.9,9.428571429,10.5,8.3,35.3,33.61428571,23,24.18571429,0.257142857,1.8,80.75714286,86.4,78,8.4
2015,35,8,30,30-Aug-15,Samana,Samana,29.27857143,8.071428571,9,6.5,33.7,33.31428571,24,25.24285714,5.728571429,40.1,83.37142857,90,72.8,17.2
2015,35,8,30,30-Aug-15,San Cristobal,Loyola,29.04285714,8.885714286,11.4,6.8,34.9,33.48571429,22.3,24.6,NaN,NaN,NaN,NaN,NaN,NaN
2015,35,8,30,30-Aug-15,Santiago,Santiago,28.85714286,12.74285714,13.8,11.4,36,35.22857143,20.4,22.48571429,5.042857143,35.3,77.77142857,84.2,74.7,9.5
2015,35,8,30,30-Aug-15,Santo Domingo,Santo Domingo,29.79285714,8.614285714,10.8,3.6,35.5,34.1,22.8,25.48571429,0.6,3.6,78.48571429,80.1,76.3,3.8
2015,36,9,6,6-Sep-15,Barahona,Barahona,29.19285714,8.928571429,10,8.3,34.6,33.65714286,24,24.72857143,0.285714286,2,63.32857143,70.6,36.6,34
2015,36,9,6,6-Sep-15,La Altagracia,Punta Cana,29.05714286,6.714285714,8.5,5,33.4,32.41428571,24,25.7,0,0,78.15714286,85.6,74,11.6
2015,36,9,6,6-Sep-15,La Romana,La Romana,28.48571429,12.8,14.4,11.4,36,34.88571429,21,22.08571429,0.333333333,2,71.71428571,76.3,68,8.3
2015,36,9,6,6-Sep-15,La Vega,Constanza,21.5,13.68571429,15.9,12.5,29.5,28.34285714,13.5,14.65714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,36,9,6,6-Sep-15,La Vega,La Vega,28.67857143,10.92857143,12,9,35,34.14285714,22.5,23.21428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,36,9,6,6-Sep-15,Monte Cristi,Monte Cristi,30.02857143,9.685714286,11.1,8.8,35.8,34.87142857,23.9,25.18571429,0,0,67.2,71.2,62.4,8.8
2015,36,9,6,6-Sep-15,Puerto Plata,La Union,29.16428571,10.67142857,12.2,9.7,35,34.5,22.8,23.82857143,0.142857143,1,77.55714286,81.1,75.8,5.3
2015,36,9,6,6-Sep-15,Samana,Samana,29.59285714,8.071428571,9,7.5,34.2,33.62857143,25,25.55714286,7.542857143,52.8,83.34285714,88.8,76.8,12
2015,36,9,6,6-Sep-15,San Cristobal,Loyola,28.97142857,9.314285714,11.2,7.8,34.3,33.62857143,23.1,24.31428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,36,9,6,6-Sep-15,Santiago,Santiago,29.05714286,11.37142857,12.3,10.2,35.8,34.74285714,22.8,23.37142857,1.142857143,8,74.24285714,80,69.1,10.9
2015,36,9,6,6-Sep-15,Santo Domingo,Santo Domingo,28.98571429,9.971428571,11.2,8.4,34.8,33.97142857,23.3,24,2.671428571,18.7,74.2,75.3,71.1,4.2
2015,37,9,13,13-Sep-15,Barahona,Barahona,28.17857143,8.728571429,11.2,6.5,35,32.54285714,22.6,23.81428571,1.485714286,10.4,73.25714286,80.6,61,19.6
2015,37,9,13,13-Sep-15,La Altagracia,Punta Cana,27.92857143,6.742857143,9,4,32,31.3,23,24.55714286,6.783333333,40.7,82.9,89.3,76.1,13.2
2015,37,9,13,13-Sep-15,La Romana,La Romana,26.42142857,10.81428571,13.9,7.5,34.5,31.82857143,20,21.01428571,5.557142857,38.9,80.74285714,93.9,71.5,22.4
2015,37,9,13,13-Sep-15,La Vega,Constanza,21.62857143,11.65714286,13.4,10.1,28.2,27.45714286,14.2,15.8,NaN,NaN,NaN,NaN,NaN,NaN
2015,37,9,13,13-Sep-15,La Vega,La Vega,28.23571429,10.18571429,11.8,9,34.8,33.32857143,22,23.14285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,37,9,13,13-Sep-15,Monte Cristi,Monte Cristi,29.52857143,9.314285714,10.7,6.8,35.3,34.18571429,24.2,24.87142857,0.816666667,4.9,67.2,73.4,60.8,12.6
2015,37,9,13,13-Sep-15,Puerto Plata,La Union,NaN,NaN,11.5,9.4,35.7,34.58571429,23.5,NaN,1.128571429,7.9,78.97142857,84.1,74.5,9.6
2015,37,9,13,13-Sep-15,Samana,Samana,28.65,7.9,9,6.3,33.2,32.6,23.5,24.7,3.414285714,23.9,85.91428571,93.4,81.8,11.6
2015,37,9,13,13-Sep-15,San Cristobal,Loyola,27.9,7.714285714,9.4,5.5,33.2,31.75714286,22.6,24.04285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,37,9,13,13-Sep-15,Santiago,Santiago,28.3,11.34285714,12.9,8.5,35.3,33.97142857,22.1,22.62857143,0.98,4.9,78.15714286,81.5,75.1,6.4
2015,37,9,13,13-Sep-15,Santo Domingo,Santo Domingo,27.82142857,8.871428571,12,5.3,35.5,32.25714286,22.8,23.38571429,9.114285714,63.8,83.58571429,91.6,78.5,13.1
2015,38,9,20,20-Sep-15,Barahona,Barahona,28.65714286,8.2,9.8,6,34,32.75714286,23.5,24.55714286,2.771428571,19.4,74.48571429,80.8,69.6,11.2
2015,38,9,20,20-Sep-15,La Altagracia,Punta Cana,27.97142857,7.942857143,8.6,7,32.5,31.94285714,23.2,24,0.428571429,3,82.2,86,79.8,6.2
2015,38,9,20,20-Sep-15,La Romana,La Romana,26.79285714,12.12857143,13.6,11,33.6,32.85714286,20,20.72857143,2.557142857,17.9,77.57142857,83.8,71,12.8
2015,38,9,20,20-Sep-15,La Vega,Constanza,21.92857143,12.37142857,14.5,10.7,30,28.11428571,14.4,15.74285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,38,9,20,20-Sep-15,La Vega,La Vega,28.82142857,12.21428571,13,11.5,35,34.92857143,22,22.71428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,38,9,20,20-Sep-15,Monte Cristi,Monte Cristi,29.29285714,9.928571429,11.5,9.1,34.9,34.25714286,23.4,24.32857143,0,0,67.68571429,69,65,4
2015,38,9,20,20-Sep-15,Puerto Plata,La Union,28.64285714,10.34285714,11.3,8.3,34.8,33.81428571,23,23.47142857,4.542857143,31.8,80.38571429,84.3,76.3,8
2015,38,9,20,20-Sep-15,Samana,Samana,29.18571429,8.257142857,9.3,7,34,33.31428571,24.5,25.05714286,9.057142857,63.4,82.45714286,87.6,79.2,8.4
2015,38,9,20,20-Sep-15,San Cristobal,Loyola,28.15,8.557142857,9.1,7.9,32.9,32.42857143,23.4,23.87142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,38,9,20,20-Sep-15,Santiago,Santiago,28.56428571,13.04285714,14.5,12.2,35.6,35.08571429,20,22.04285714,2.185714286,15.3,76.58571429,88.6,66.7,21.9
2015,38,9,20,20-Sep-15,Santo Domingo,Santo Domingo,28.13571429,8.957142857,9.7,8,33.4,32.61428571,23,23.65714286,6.471428571,45.3,81.61428571,84,79.2,4.8
2015,39,9,27,27-Sep-15,Barahona,Barahona,28.92142857,9.785714286,14,7.7,38,33.81428571,23,24.02857143,0,0,68.48571429,77.8,48,29.8
2015,39,9,27,27-Sep-15,La Altagracia,Punta Cana,28.26428571,6.985714286,8.8,4,32.5,31.75714286,23.2,24.77142857,1.071428571,7.5,80.94285714,84.1,78,6.1
2015,39,9,27,27-Sep-15,La Romana,La Romana,27.14285714,11.11428571,13.4,8,33.5,32.7,19.5,21.58571429,2.533333333,15.2,75.1,76.5,73,3.5
2015,39,9,27,27-Sep-15,La Vega,Constanza,21.73571429,10.7,14.8,5.8,29.1,27.08571429,14.3,16.38571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,39,9,27,27-Sep-15,La Vega,La Vega,27.93571429,10.98571429,12.9,9,34.5,33.42857143,21.6,22.44285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,39,9,27,27-Sep-15,Monte Cristi,Monte Cristi,29.4,9.685714286,11.3,6.4,36.8,34.24285714,23.8,24.55714286,0.416666667,2.5,69.35,71.2,68.2,3
2015,39,9,27,27-Sep-15,Puerto Plata,La Union,28.46428571,9.042857143,10.4,7.9,34.4,32.98571429,22.7,23.94285714,0.285714286,2,78.9,85.6,69.3,16.3
2015,39,9,27,27-Sep-15,Samana,Samana,30.17142857,5.485714286,7.2,3.5,33.7,32.91428571,26.5,27.42857143,0,0,77.17142857,80.8,70.8,10
2015,39,9,27,27-Sep-15,San Cristobal,Loyola,28.41428571,7.342857143,10,3.8,32.8,32.08571429,22.2,24.74285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,39,9,27,27-Sep-15,Santiago,Santiago,27.85,12.12857143,15.7,7.6,37.7,33.91428571,20.5,21.78571429,0.64,3.2,73.9,80.5,58.5,22
2015,39,9,27,27-Sep-15,Santo Domingo,Santo Domingo,28.86428571,7.157142857,10,4,33.5,32.44285714,23,25.28571429,0,0,79.95714286,81.8,77.8,4
2015,40,10,4,4-Oct-15,Barahona,Barahona,28.93571429,8.871428571,10.3,6,34.5,33.37142857,22.5,24.5,0,0,71.17142857,76.2,66.2,10
2015,40,10,4,4-Oct-15,La Altagracia,Punta Cana,28.77142857,5.942857143,8,4.4,32.2,31.74285714,24,25.8,1.816666667,10.9,80.75714286,85.5,78.8,6.7
2015,40,10,4,4-Oct-15,La Romana,La Romana,27.85714286,12.22857143,15,7.9,35.5,33.97142857,19.5,21.74285714,0,0,75.35714286,78.8,69.8,9
2015,40,10,4,4-Oct-15,La Vega,Constanza,21.67857143,13.95714286,15.6,11.5,29.5,28.65714286,13.9,14.7,NaN,NaN,NaN,NaN,NaN,NaN
2015,40,10,4,4-Oct-15,La Vega,La Vega,29.46428571,12.92857143,14.5,10.5,37,35.92857143,22,23,NaN,NaN,NaN,NaN,NaN,NaN
2015,40,10,4,4-Oct-15,Monte Cristi,Monte Cristi,29.93571429,9.5,10.2,8,35.4,34.68571429,24,25.18571429,0,0,NaN,NaN,NaN,NaN
2015,40,10,4,4-Oct-15,Puerto Plata,La Union,29.52857143,10.71428571,13.1,9.1,37.1,34.88571429,23,24.17142857,0.357142857,2.5,78.14285714,80.8,75.6,5.2
2015,40,10,4,4-Oct-15,Samana,Samana,29.27142857,7.4,9,5,34.6,32.97142857,24,25.57142857,4.914285714,34.4,81.31428571,89.8,71.6,18.2
2015,40,10,4,4-Oct-15,San Cristobal,Loyola,29.23571429,9.185714286,11.1,6.6,35.6,33.82857143,23.5,24.64285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,40,10,4,4-Oct-15,Santiago,Santiago,29.17857143,12.52857143,15.9,10.9,36.3,35.44285714,20.4,22.91428571,0.8,4,75.27142857,79.1,72,7.1
2015,40,10,4,4-Oct-15,Santo Domingo,Santo Domingo,29.9,6.4,7.5,5.4,34.2,33.1,26,26.7,0,0,79.21428571,81.2,77.5,3.7
2015,41,10,11,11-Oct-15,Barahona,Barahona,29.04285714,8.971428571,10,7.7,34,33.52857143,23.5,24.55714286,4.671428571,32.7,70.77142857,75.6,67.2,8.4
2015,41,10,11,11-Oct-15,La Altagracia,Punta Cana,27.93571429,7.242857143,8.2,6.5,32.8,31.55714286,23.5,24.31428571,5.885714286,41.2,81.82857143,86.6,77,9.6
2015,41,10,11,11-Oct-15,La Romana,La Romana,27.49285714,14.41428571,16,12.2,35.5,34.7,19,20.28571429,0,0,72.61428571,79.1,70,9.1
2015,41,10,11,11-Oct-15,La Vega,Constanza,21.05,13.41428571,14.1,12.8,28.9,27.75714286,13.3,14.34285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,41,10,11,11-Oct-15,La Vega,La Vega,29.00714286,12.87142857,14,12,36,35.44285714,22,22.57142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,41,10,11,11-Oct-15,Monte Cristi,Monte Cristi,30,9.514285714,11,8.6,36.7,34.75714286,24.5,25.24285714,0,0,NaN,NaN,NaN,NaN
2015,41,10,11,11-Oct-15,Puerto Plata,La Union,29.72857143,10.91428571,16.5,8.2,37,35.18571429,20.5,24.27142857,0,0,77.27142857,80.8,75.3,5.5
2015,41,10,11,11-Oct-15,Samana,Samana,29.00714286,8.528571429,9,8,34,33.27142857,24,24.74285714,5.583333333,33.5,84.48571429,95.6,79.4,16.2
2015,41,10,11,11-Oct-15,San Cristobal,Loyola,28.45714286,9.171428571,10.5,8.3,34.8,33.04285714,23.4,23.87142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,41,10,11,11-Oct-15,Santiago,Santiago,28.97857143,12.72857143,14.3,12.1,35.7,35.34285714,21.2,22.61428571,0.128571429,0.9,73.85714286,76.8,71.6,5.2
2015,41,10,11,11-Oct-15,Santo Domingo,Santo Domingo,29.55,7.414285714,8.2,6.6,34,33.25714286,25.2,25.84285714,0.4,2.4,79.55714286,81.3,78,3.3
2015,42,10,18,18-Oct-15,Barahona,Barahona,27.68571429,9.085714286,12.4,7.5,33.4,32.22857143,21,23.14285714,1.7,11.9,76.28571429,79.4,70.6,8.8
2015,42,10,18,18-Oct-15,La Altagracia,Punta Cana,27.22857143,7.428571429,8.8,6,32,30.94285714,23,23.51428571,0.471428571,3.3,83.71428571,86.8,80.6,6.2
2015,42,10,18,18-Oct-15,La Romana,La Romana,26.9,11.8,12.6,11,33.6,32.8,20.5,21,7.033333333,42.2,78.67142857,84.3,75.8,8.5
2015,42,10,18,18-Oct-15,La Vega,Constanza,20.98571429,12.05714286,16.1,10.3,29.6,27.01428571,13.5,14.95714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,42,10,18,18-Oct-15,La Vega,La Vega,28.96428571,13.64285714,16,11,38.5,35.78571429,21,22.14285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,42,10,18,18-Oct-15,Monte Cristi,Monte Cristi,28.04285714,8.628571429,10.1,6.8,33.8,32.35714286,22.5,23.72857143,5.871428571,41.1,NaN,NaN,NaN,NaN
2015,42,10,18,18-Oct-15,Puerto Plata,La Union,28.09285714,8.985714286,10.6,7.9,34.7,32.58571429,22.6,23.6,2.614285714,18.3,83.78571429,88.9,80.9,8
2015,42,10,18,18-Oct-15,Samana,Samana,28.30714286,9.214285714,10.2,8.3,34,32.91428571,21.5,23.7,2.728571429,19.1,85.88571429,91.6,81.4,10.2
2015,42,10,18,18-Oct-15,San Cristobal,Loyola,27.87142857,9.371428571,11.5,7.4,33.3,32.55714286,21.8,23.18571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,42,10,18,18-Oct-15,Santiago,Santiago,27.43571429,10.9,12.1,9.3,34,32.88571429,20.5,21.98571429,6.2,43.4,83.54285714,87.3,81,6.3
2015,42,10,18,18-Oct-15,Santo Domingo,Santo Domingo,29.25714286,8.714285714,11.1,7.5,34.6,33.61428571,23.5,24.9,1.271428571,8.9,79.91428571,82.1,77.3,4.8
2015,43,10,25,25-Oct-15,Barahona,Barahona,27.08571429,10.25714286,11.8,9,32.8,32.21428571,21,21.95714286,6.042857143,42.3,70.8,73,69.2,3.8
2015,43,10,25,25-Oct-15,La Altagracia,Punta Cana,27.59285714,7.357142857,8.7,5.3,31.8,31.27142857,22.3,23.91428571,3.385714286,23.7,79.74285714,82.3,76.7,5.6
2015,43,10,25,25-Oct-15,La Romana,La Romana,26.75,11.81428571,13.4,9.3,33.5,32.65714286,20,20.84285714,13.94285714,97.6,80.24285714,88.1,75.5,12.6
2015,43,10,25,25-Oct-15,La Vega,Constanza,20.43571429,11.98571429,14.2,9.9,27.4,26.42857143,13.2,14.44285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,43,10,25,25-Oct-15,La Vega,La Vega,27.07142857,10.71428571,12,9.5,33,32.42857143,20.5,21.71428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,43,10,25,25-Oct-15,Monte Cristi,Monte Cristi,27.9,9.942857143,11.1,8.6,33.5,32.87142857,21.8,22.92857143,10.41428571,72.9,NaN,NaN,NaN,NaN
2015,43,10,25,25-Oct-15,Puerto Plata,La Union,27.34285714,9.828571429,11.1,8.6,33.6,32.25714286,21.1,22.42857143,12.14285714,85,84.32857143,86.9,82.1,4.8
2015,43,10,25,25-Oct-15,Samana,Samana,28.58571429,8.285714286,10,6.7,35,32.72857143,23,24.44285714,2.933333333,17.6,84.94285714,88,79.8,8.2
2015,43,10,25,25-Oct-15,San Cristobal,Loyola,27.03571429,10.04285714,11.7,8.4,32.8,32.05714286,20.6,22.01428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,43,10,25,25-Oct-15,Santiago,Santiago,26.55714286,11.6,12.9,10.3,33.1,32.35714286,18.7,20.75714286,2.814285714,19.7,80.47142857,83,78.5,4.5
2015,43,10,25,25-Oct-15,Santo Domingo,Santo Domingo,28.42142857,9.414285714,11.6,8.5,34,33.12857143,21,23.71428571,19.95,119.7,80.04285714,85.1,77.5,7.6
2015,44,11,1,1-Nov-15,Barahona,Barahona,27.75,9.214285714,11.9,7.8,33,32.35714286,20.3,23.14285714,0.228571429,1.6,71.45714286,78.8,66.2,12.6
2015,44,11,1,1-Nov-15,La Altagracia,Punta Cana,27.32142857,6.042857143,7.7,4.7,31.3,30.34285714,22.2,24.3,7.283333333,43.7,81.42857143,90.1,76.6,13.5
2015,44,11,1,1-Nov-15,La Romana,La Romana,26.04285714,11.8,13.6,10.7,32.6,31.94285714,19,20.14285714,2.171428571,15.2,82.88571429,93,75.5,17.5
2015,44,11,1,1-Nov-15,La Vega,Constanza,NaN,NaN,10.7,10.7,23.7,NaN,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,44,11,1,1-Nov-15,La Vega,La Vega,26.93571429,9.585714286,11,9,33,31.72857143,20.5,22.14285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,44,11,1,1-Nov-15,Monte Cristi,Monte Cristi,28.2,9.857142857,11.6,7.9,33.8,33.12857143,21.8,23.27142857,0,0,NaN,NaN,NaN,NaN
2015,44,11,1,1-Nov-15,Puerto Plata,La Union,27.05,9.471428571,10.2,8.8,32.4,31.78571429,21.7,22.31428571,9.1,63.7,87.4,90.3,83.5,6.8
2015,44,11,1,1-Nov-15,Samana,Samana,27.40714286,8.042857143,10.5,7,32.5,31.42857143,22,23.38571429,28.84285714,201.9,91.77142857,94,89,5
2015,44,11,1,1-Nov-15,San Cristobal,Loyola,27.46428571,7.014285714,8.6,3.6,32.7,30.97142857,21.4,23.95714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,44,11,1,1-Nov-15,Santiago,Santiago,26.19285714,10.07142857,12.9,8.6,31.8,31.22857143,18.9,21.15714286,1.728571429,12.1,84.31428571,88.1,80,8.1
2015,44,11,1,1-Nov-15,Santo Domingo,Santo Domingo,27.51428571,8.657142857,10.1,7,33.3,31.84285714,21.9,23.18571429,14.74285714,103.2,84.82857143,89.6,81.3,8.3
2015,45,11,8,8-Nov-15,Barahona,Barahona,27.43571429,9.157142857,10.8,7.6,32.8,32.01428571,22,22.85714286,0.614285714,4.3,72.88571429,80.8,67,13.8
2015,45,11,8,8-Nov-15,La Altagracia,Punta Cana,27.58571429,5.914285714,7.3,4.9,31.2,30.54285714,23.1,24.62857143,1.683333333,10.1,80.72857143,84.1,78.4,5.7
2015,45,11,8,8-Nov-15,La Romana,La Romana,25.71428571,11,13,6,32.4,31.21428571,19,20.21428571,0,0,81.07142857,92.5,76.3,16.2
2015,45,11,8,8-Nov-15,La Vega,Constanza,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,45,11,8,8-Nov-15,La Vega,La Vega,26.89285714,9.642857143,10,9,32,31.71428571,22,22.07142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,45,11,8,8-Nov-15,Monte Cristi,Monte Cristi,28.54285714,10.11428571,12.3,8.9,35.2,33.6,22.9,23.48571429,0,0,NaN,NaN,NaN,NaN
2015,45,11,8,8-Nov-15,Puerto Plata,La Union,27.37142857,9.114285714,11.1,7.6,33.7,31.92857143,22,22.81428571,1.957142857,13.7,84.32857143,87.1,80,7.1
2015,45,11,8,8-Nov-15,Samana,Samana,27.14285714,7.857142857,9.5,6.5,32,31.07142857,22.5,23.21428571,6.714285714,47,89.34285714,95.2,84.2,11
2015,45,11,8,8-Nov-15,San Cristobal,Loyola,26.74285714,8.4,10.2,6.6,32.3,30.94285714,22,22.54285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,45,11,8,8-Nov-15,Santiago,Santiago,26.37857143,10.21428571,11.2,8.4,32.2,31.48571429,20.6,21.27142857,0.657142857,4.6,81.48571429,89.1,71.6,17.5
2015,45,11,8,8-Nov-15,Santo Domingo,Santo Domingo,27.76428571,8.185714286,9.2,7.4,33,31.85714286,22.5,23.67142857,7.86,39.3,83.94285714,89.5,79.2,10.3
2015,46,11,15,15-Nov-15,Barahona,Barahona,27.82142857,8.5,11.6,5.5,33.1,32.07142857,21.5,23.57142857,0.142857143,1,68.65714286,71.4,65,6.4
2015,46,11,15,15-Nov-15,La Altagracia,Punta Cana,27.04285714,6.457142857,9.6,4.6,31,30.27142857,21.4,23.81428571,1.542857143,10.8,74.58571429,82.4,58.8,23.6
2015,46,11,15,15-Nov-15,La Romana,La Romana,25.20714286,11.92857143,14.7,11,32,31.17142857,15.5,19.24285714,0,0,79.87142857,82.5,77.6,4.9
2015,46,11,15,15-Nov-15,La Vega,Constanza,NaN,NaN,14.4,6.7,24.5,NaN,9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,46,11,15,15-Nov-15,La Vega,La Vega,26,8.857142857,10,7.5,31.5,30.42857143,20,21.57142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,46,11,15,15-Nov-15,Monte Cristi,Monte Cristi,27.51428571,8.542857143,11.3,7.1,32.8,31.78571429,20.2,23.24285714,0.114285714,0.8,NaN,NaN,NaN,NaN
2015,46,11,15,15-Nov-15,Puerto Plata,La Union,26.40714286,8.128571429,9.3,6.5,32,30.47142857,20.5,22.34285714,9.314285714,65.2,87.48571429,92.8,79.8,13
2015,46,11,15,15-Nov-15,Samana,Samana,26.75714286,8.2,11,5,34,30.85714286,20.7,22.65714286,7.057142857,49.4,87.97142857,92.4,81.2,11.2
2015,46,11,15,15-Nov-15,San Cristobal,Loyola,26.65714286,7.342857143,11.3,5.3,30.9,30.32857143,18.8,22.98571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,46,11,15,15-Nov-15,Santiago,Santiago,25.34285714,9.142857143,11.5,6.4,31,29.91428571,17.6,20.77142857,7.7,46.2,81.6,92.6,57.2,35.4
2015,46,11,15,15-Nov-15,Santo Domingo,Santo Domingo,27.88571429,7.2,10.6,5.7,32,31.48571429,21.2,24.28571429,2.083333333,12.5,80.17142857,86.6,72.2,14.4
2015,47,11,22,22-Nov-15,Barahona,Barahona,26.33571429,10.44285714,11.4,9.8,33.4,31.55714286,19.8,21.11428571,2.171428571,15.2,68.02857143,77,64,13
2015,47,11,22,22-Nov-15,La Altagracia,Punta Cana,25.85,7.014285714,9.7,3.4,30.5,29.35714286,20.7,22.34285714,6.571428571,46,81.8,91.3,70.8,20.5
2015,47,11,22,22-Nov-15,La Romana,La Romana,23.97857143,13.04285714,15,8,32.4,30.5,16,17.45714286,18.64285714,130.5,81.85714286,95.1,76,19.1
2015,47,11,22,22-Nov-15,La Vega,Constanza,18.57857143,12.75714286,16.4,8.8,26.9,24.95714286,9,12.2,NaN,NaN,NaN,NaN,NaN,NaN
2015,47,11,22,22-Nov-15,La Vega,La Vega,25.67857143,10.5,12,8.5,32.5,30.92857143,19,20.42857143,NaN,NaN,NaN,NaN,NaN,NaN
2015,47,11,22,22-Nov-15,Monte Cristi,Monte Cristi,26.28571429,9.742857143,11.2,6.6,32.4,31.15714286,20.2,21.41428571,0.428571429,3,NaN,NaN,NaN,NaN
2015,47,11,22,22-Nov-15,Puerto Plata,La Union,25.25,9.814285714,12,7,32.2,30.15714286,18.7,20.34285714,15.41428571,107.9,85.9,90.9,80.9,10
2015,47,11,22,22-Nov-15,Samana,Samana,25.6,8.428571429,9.5,5.2,31,29.81428571,21,21.38571429,1.671428571,11.7,85.94285714,91,79.8,11.2
2015,47,11,22,22-Nov-15,San Cristobal,Loyola,25.28571429,10.22857143,11.4,9.1,31.2,30.4,19,20.17142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,47,11,22,22-Nov-15,Santiago,Santiago,24.55,11.98571429,14.8,8.8,32.1,30.54285714,17.1,18.55714286,0.428571429,3,77.07142857,82.6,72,10.6
2015,47,11,22,22-Nov-15,Santo Domingo,Santo Domingo,26.53571429,7.442857143,8.5,4.4,31.5,30.25714286,21.2,22.81428571,0.871428571,6.1,79.55714286,88.3,75.5,12.8
2015,48,11,29,29-Nov-15,Barahona,Barahona,26.12142857,7.728571429,9.4,5.8,31.2,29.98571429,20,22.25714286,4.983333333,29.9,81.2,91.8,76.6,15.2
2015,48,11,29,29-Nov-15,La Altagracia,Punta Cana,27.17142857,5.8,8.3,4,31.8,30.07142857,21,24.27142857,1.45,8.7,78.54285714,86.9,51.5,35.4
2015,48,11,29,29-Nov-15,La Romana,La Romana,24.96428571,10.64285714,12.6,8.7,31.5,30.28571429,17.5,19.64285714,1.685714286,11.8,84.15714286,91.1,79.1,12
2015,48,11,29,29-Nov-15,La Vega,Constanza,18.89285714,10.27142857,11.9,7.1,27,24.02857143,11.6,13.75714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,48,11,29,29-Nov-15,La Vega,La Vega,25.10714286,7.214285714,9,4.5,32,28.71428571,20,21.5,NaN,NaN,NaN,NaN,NaN,NaN
2015,48,11,29,29-Nov-15,Monte Cristi,Monte Cristi,27.59285714,9.214285714,11.1,7.9,34.5,32.2,20,22.98571429,0,0,NaN,NaN,NaN,NaN
2015,48,11,29,29-Nov-15,Puerto Plata,La Union,26.30714286,8.071428571,9.4,6.5,31.7,30.34285714,19.5,22.27142857,0.171428571,1.2,86.92857143,91.1,84.3,6.8
2015,48,11,29,29-Nov-15,Samana,Samana,26.72142857,6.185714286,7.5,4.8,31.5,29.81428571,22,23.62857143,4.514285714,31.6,88.17142857,94.6,83.2,11.4
2015,48,11,29,29-Nov-15,San Cristobal,Loyola,25.14285714,5.514285714,7.7,4,30.4,27.9,21,22.38571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,48,11,29,29-Nov-15,Santiago,Santiago,25.05,7.928571429,10.9,6.3,32.2,29.01428571,18.3,21.08571429,6.066666667,36.4,86.4,95.6,81.5,14.1
2015,48,11,29,29-Nov-15,Santo Domingo,Santo Domingo,26.72857143,6.371428571,8.8,3.9,31.4,29.91428571,22,23.54285714,25.32,126.6,84.24285714,86.5,81.5,5
2015,49,12,6,6-Dec-15,Barahona,Barahona,26.3,8.257142857,10.2,6.5,31.6,30.42857143,20.4,22.17142857,4.271428571,29.9,78.25714286,83.4,74.4,9
2015,49,12,6,6-Dec-15,La Altagracia,Punta Cana,27.15714286,5.314285714,6.4,4.3,30.2,29.81428571,23.4,24.5,0,0,77.87142857,82.5,75.8,6.7
